"773","41","wp_capabilities","a:16:{s:13:""administrator"";b:1;s:12:""manage_ipema"";b:1;s:26:""wpcf_custom_post_type_view"";b:1;s:26:""wpcf_custom_post_type_edit"";b:1;s:33:""wpcf_custom_post_type_edit_others"";b:1;s:25:""wpcf_custom_taxonomy_view"";b:1;s:25:""wpcf_custom_taxonomy_edit"";b:1;s:32:""wpcf_custom_taxonomy_edit_others"";b:1;s:22:""wpcf_custom_field_view"";b:1;s:22:""wpcf_custom_field_edit"";b:1;s:29:""wpcf_custom_field_edit_others"";b:1;s:25:""wpcf_user_meta_field_view"";b:1;s:25:""wpcf_user_meta_field_edit"";b:1;s:32:""wpcf_user_meta_field_edit_others"";b:1;s:19:""can_manage_products"";b:1;s:18:""can_manage_account"";b:1;}"
"1083","51","wp_capabilities","a:16:{s:12:""manage_ipema"";b:1;s:13:""administrator"";b:1;s:26:""wpcf_custom_post_type_view"";b:1;s:26:""wpcf_custom_post_type_edit"";b:1;s:33:""wpcf_custom_post_type_edit_others"";b:1;s:25:""wpcf_custom_taxonomy_view"";b:1;s:25:""wpcf_custom_taxonomy_edit"";b:1;s:32:""wpcf_custom_taxonomy_edit_others"";b:1;s:22:""wpcf_custom_field_view"";b:1;s:22:""wpcf_custom_field_edit"";b:1;s:29:""wpcf_custom_field_edit_others"";b:1;s:25:""wpcf_user_meta_field_view"";b:1;s:25:""wpcf_user_meta_field_edit"";b:1;s:32:""wpcf_user_meta_field_edit_others"";b:1;s:19:""can_manage_products"";b:1;s:18:""can_manage_account"";b:1;}"
"1177","58","wp_capabilities","a:3:{s:10:""subscriber"";b:1;s:18:""can_manage_account"";b:1;s:19:""can_manage_products"";b:1;}"
"1191","59","wp_capabilities","a:3:{s:10:""subscriber"";b:1;s:18:""can_manage_account"";b:1;s:19:""can_manage_products"";b:1;}"
"1203","60","wp_capabilities","a:3:{s:10:""subscriber"";b:1;s:18:""can_manage_account"";b:1;s:19:""can_manage_products"";b:1;}"
"1219","61","wp_capabilities","a:3:{s:10:""subscriber"";b:1;s:18:""can_manage_account"";b:1;s:19:""can_manage_products"";b:1;}"
"1231","62","wp_capabilities","a:3:{s:10:""subscriber"";b:1;s:18:""can_manage_account"";b:1;s:19:""can_manage_products"";b:1;}"
"1243","63","wp_capabilities","a:3:{s:10:""subscriber"";b:1;s:18:""can_manage_account"";b:1;s:19:""can_manage_products"";b:1;}"
"1261","64","wp_capabilities","a:3:{s:10:""subscriber"";b:1;s:18:""can_manage_account"";b:1;s:19:""can_manage_products"";b:1;}"
"1275","65","wp_capabilities","a:3:{s:10:""subscriber"";b:1;s:18:""can_manage_account"";b:1;s:19:""can_manage_products"";b:1;}"
"1287","66","wp_capabilities","a:3:{s:10:""subscriber"";b:1;s:18:""can_manage_account"";b:1;s:19:""can_manage_products"";b:1;}"
"1303","67","wp_capabilities","a:3:{s:10:""subscriber"";b:1;s:18:""can_manage_account"";b:1;s:19:""can_manage_products"";b:1;}"
"1315","68","wp_capabilities","a:3:{s:10:""subscriber"";b:1;s:18:""can_manage_account"";b:1;s:19:""can_manage_products"";b:1;}"
